id,language,domain,template_html,title,source,license_redistribution_note
345,en,Finance,en/html/345.html,DS-7604 Living Quarters Summary Expenditure Report,U.S. Department of State: https://eforms.state.gov/Forms/ds7604.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
346,en,Gov. & Public Svc.,en/html/346.html,APPLICATION NO-FEE TRANSMITTAL,U.S. Department of State: https://eforms.state.gov/Forms/ds7691.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
347,en,Workplace / HR,en/html/347.html,Development Plan,U.S. Department of State: https://eforms.state.gov/Forms/jf50_d.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
348,en,Workplace / HR,en/html/348.html,JF-57-EPR Employee Performance Report for Not Ordinarily Resident (NOR) Employees,U.S. Department of State: https://eforms.state.gov/Forms/jf57_epr.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
349,en,Gov. & Public Svc.,en/html/349.html,Certification for Foster Child Status under the FEHB Program,U.S. Department of State: https://eforms.state.gov/Forms/ds5111_h.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
350,en,Business,en/html/350.html,DS-5511 Affidavit for the Surviving Spouse or Next of Kin,U.S. Department of State: https://eforms.state.gov/Forms/ds5511.PDF,Source-site terms apply. Original source document is not redistributed by NEST.
351,en,Finance,en/html/351.html,Lifelong Learning Plan (LLP) – Cancellation,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc97/rc97-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
352,en,Finance,en/html/352.html,"Worksheet for Part XI.1 Tax on Non-Qualified Property of an RRSP and RRIF, or RESP trust",Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
353,en,Finance,en/html/353.html,Election to Claim a Capital Gains Reserve under Replacement Property Rules,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
354,en,Finance,en/html/354.html,Home Buyers' Plan (HBP) – Cancellation,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc471/rc471-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
355,en,Finance,en/html/355.html,Notice of the Actual Amount of the Refund of Tax,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc72/rc72-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
356,en,Business,en/html/356.html,Diving Contractor’s Information,UK Health and Safety Executive: https://www.hse.gov.uk/,Source-site terms apply. Original source document is not redistributed by NEST.
357,en,Finance,en/html/357.html,Rollover to a Registered Disability Savings Plan (RDSP),Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc4625/rc4625-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
358,en,Gov. & Public Svc.,en/html/358.html,Record of inspection of a Licensed Asbestos Contractor by a Local Authority Inspector,UK Health and Safety Executive: https://www.hse.gov.uk/,Source-site terms apply. Original source document is not redistributed by NEST.
359,en,Workplace / HR,en/html/359.html,Connected Person Information Return,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/t1007/t1007-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
360,en,Business,en/html/360.html,Fuel Charge Return for Fuel Held in a Listed Province on Adjustment Day,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/b402/b402-24e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
361,en,Business,en/html/361.html,Fuel Charge Return for Fuel Held in a Listed Province on Adjustment Day,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/b402/b402-24e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
362,en,Finance,en/html/362.html,Statement of Availability or Declination from Authorized Insurers – Tax on Insurance Premiums under Part I of the Excise Tax Act,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
363,en,Finance,en/html/363.html,Special Import Certificate Application,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
364,en,Finance,en/html/364.html,"Request for Waiver or Cancellation of Part X.1 Tax – RRSP, PRPP, and SPP Excess Contribution Tax",Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc2503/rc2503-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
365,en,Finance,en/html/365.html,Transfer between Registered Retirement Plans on Relationship Breakdown,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/t2220/t2220-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
366,en,Finance,en/html/366.html,Income of Non-Resident Spouse or Common-Law Partner for the Canada Child Benefit,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
367,en,Finance,en/html/367.html,Direct Deposit Request for Children's Special Allowances,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc113/rc113-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
368,en,Finance,en/html/368.html,Investments Prescribed to be Qualified Information Return,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
369,en,Finance,en/html/369.html,Marital Status Change,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc65/rc65-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
370,en,Finance,en/html/370.html,Marital Status Change,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc65/rc65-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
371,en,Workplace / HR,en/html/371.html,Request for legal assistance and/or indemnification form,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
372,en,Gov. & Public Svc.,en/html/372.html,Request for legal assistance and/or indemnification form,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
373,en,Workplace / HR,en/html/373.html,Request for legal assistance and/or indemnification form,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
374,en,Workplace / HR,en/html/374.html,Request for legal assistance and/or indemnification form,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
375,en,Finance,en/html/375.html,Notice of Revocation of Waiver,Government of Canada: https://www.canada.ca/,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
376,en,Finance,en/html/376.html,Application for a Canada Revenue Agency Non-Resident Representative Number (NRRN),Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc391/rc391-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
377,en,Finance,en/html/377.html,Offshore Tax Informant Program (OTIP) Submission Form,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc626/rc626-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
378,en,Finance,en/html/378.html,Offshore Tax Informant Program (OTIP) Submission Form,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc626/rc626-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
379,en,Finance,en/html/379.html,Offshore Tax Informant Program (OTIP) Submission Form,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc626/rc626-25e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
380,en,Business,en/html/380.html,Pooled Registered Pension Plan Amendment Information,Government of Canada: https://www.canada.ca/content/dam/cra-arc/formspubs/pbg/rc365/rc365-23e.pdf,Government of Canada materials may be reproduced for non-commercial purposes under its stated conditions. Original source document is not redistributed by NEST.
